1670	1274	1277	1248	
1685	1279	1286	1259	
1702	1283	1299	1265	
1710	1304	1305	1270	
1726	1313	1316	1274	
1730	1317	1334	1288	
1752	1329	1339	1289	
1757	1345	1352	1294	
1763	1347	1379	1299	
1770	1348	1411	1299	
1788	1349	1423	1308	
1804	1351	1432	1321	
1815	1370	1440	1322	
1855	1370	1440	1322	
1868	1397	1440	1322	
1873	1406	1442	1346	
1878	1412	1465	1352	
1887	1421	1481	1357	
1898	1436	1486	1366	
1916	1447	1490	1373	
1916	1487	1490	1373	
1921	1501	1508	1376	
1927	1523	1516	1380	
1937	1539	1519	1391	
1973	1540	1519	1394	
2011	1540	1519	1396	
2030	1553	1523	1400	
2031	1583	1530	1402	
2038	1614	1531	1403	
2046	1629	1546	1405	
2058	1655	1548	1405	
2058	1695	1548	1405	
2064	1703	1548	1431	
2070	1715	1554	1447	
2092	1724	1557	1450	
2131	1724	1557	1451	
2160	1728	1560	1455	
2173	1735	1569	1466	
2201	1735	1574	1473	
2208	1757	1577	1481	
2222	1757	1583	1500	
2248	1761	1585	1508	
2250	1761	1585	1546	
2253	1761	1585	1583	
2253	1761	1585	1623	
2266	1763	1587	1646	
2281	1772	1595	1654	
2299	1778	1610	1655	
2316	1785	1621	1660	
2323	1787	1646	1666	
2323	1787	1686	1666	
2332	1791	1710	1669	
2348	1800	1719	1675	
2359	1807	1725	1690	
2363	1812	1748	1694	
2370	1817	1776	1694	
2384	1819	1794	1700	
2402	1826	1802	1707	
2424	1830	1807	1716	
2452	1831	1812	1722	
2462	1835	1818	1742	
2481	1845	1820	1751	
2493	1849	1828	1767	
2500	1853	1828	1796	
2501	1889	1828	1799	
2505	1903	1831	1818	
2530	1905	1838	1824	
2550	1906	1844	1837	
2567	1910	1857	1843	
2582	1920	1868	1847	
2588	1948	1874	1847	
2592	1966	1881	1858	
2614	1977	1882	1864	
2623	1988	1900	1866	
2663	1988	1900	1866	
2684	1993	1909	1871	
2702	2005	1912	1878	
2721	2008	1924	1884	
2731	2023	1926	1897	
2748	2042	1930	1897	
2748	2042	1930	1937	
2755	2047	1931	1964	
2755	2087	1931	1964	
2778	2094	1932	1968	
2794	2106	1939	1972	
2803	2121	1950	1977	
2813	2137	1959	1982	
2831	2151	1962	1987	
2841	2161	1977	1991	
2854	2183	1978	1994	
2867	2203	1981	1998	
2875	2227	1989	1998	
2880	2244	1995	2010	
2895	2245	2011	2018	
2906	2245	2039	2019	
2907	2263	2044	2035	
2929	2277	2046	2037	
2929	2277	2046	2077	
2929	2282	2046	2112	
2934	2283	2052	2140	
2945	2283	2052	2169	
2945	2283	2052	2209	
2948	2290	2052	2239	
2948	2290	2052	2279	
2948	2290	2052	2319	
2948	2290	2052	2359	
2948	2290	2052	2399	
2948	2290	2052	2439	
2948	2290	2052	2479	
2958	2290	2052	2509	
2959	2290	2052	2548	
2959	2303	2052	2575	
2959	2303	2052	2615	
2959	2303	2052	2655	
2959	2303	2052	2695	
2959	2303	2052	2735	
2959	2303	2052	2775	
2959	2303	2052	2815	
2959	2303	2052	2855	
2963	2308	2061	2877	
2969	2314	2066	2900	
2978	2317	2071	2923	
2981	2349	2075	2924	
2981	2353	2110	2925	
2982	2363	2136	2928	
2993	2368	2155	2933	
3021	2375	2157	2936	
3049	2380	2163	2937	
3049	2380	2200	2940	
3049	2420	2200	2940	
3049	2457	2203	2940	
3051	2462	2231	2944	
3058	2480	2243	2947	
3070	2487	2244	2967	
3078	2487	2254	2985	
3087	2497	2260	3000	
3100	2505	2264	3015	
3109	2528	2267	3020	
3116	2554	2270	3024	
3130	2563	2271	3040	
3148	2569	2282	3045	
3148	2569	2322	3045	
3148	2588	2342	3046	
3150	2620	2348	3046	
3160	2642	2353	3049	
3180	2648	2357	3058	
3181	2650	2394	3058	
3181	2650	2434	3058	
3186	2657	2439	3079	
3190	2665	2441	3105	
3196	2694	2443	3108	
3200	2696	2445	3139	
3206	2706	2452	3156	
3217	2712	2468	3163	
3224	2719	2485	3172	
3239	2723	2498	3180	
3258	2726	2513	3183	
3261	2727	2546	3186	
3274	2732	2561	3193	
3286	2735	2572	3207	
3299	2735	2591	3215	
3309	2744	2601	3226	
3325	2756	2609	3230	
3339	2763	2625	3233	
3353	2776	2635	3236	
3359	2784	2656	3239	
3372	2794	2668	3244	
3384	2805	2682	3247	
3398	2820	2690	3249	
3416	2826	2706	3249	
3418	2851	2715	3253	
3427	2860	2726	3263	
3443	2875	2731	3267	
3444	2877	2759	3276	
3455	2894	2770	3277	
3488	2898	2773	3277	
3496	2916	2781	3283	
3526	2916	2789	3285	
3547	2920	2801	3288	
3571	2924	2802	3299	
3578	2936	2808	3314	
3591	2948	2819	3318	
3611	2950	2822	3330	
3628	2953	2828	3344	
3641	2965	2837	3350	
3652	2979	2846	3356	
3652	2999	2866	3356	
3652	2999	2906	3356	
3685	2999	2913	3356	
3725	2999	2913	3356	
3738	3000	2913	3358	
3743	3005	2913	3358	
3768	3010	2920	3360	
3779	3029	2929	3361	
3785	3041	2950	3362	
3807	3050	2955	3366	
3819	3066	2958	3374	
3827	3080	2970	3380	
3833	3095	2984	3381	
3843	3107	2996	3387	
3856	3120	3007	3390	
3868	3133	3016	3396	
3878	3138	3040	3397	
3886	3154	3049	3403	
3897	3171	3055	3409	
3914	3172	3070	3416	
3930	3181	3084	3417	
3946	3194	3094	3418	
3979	3199	3094	3420	
4009	3201	3102	3420	
4016	3206	3127	3423	
4026	3223	3137	3426	
4050	3230	3146	3426	
4052	3245	3160	3435	
4063	3251	3179	3439	
4077	3263	3189	3443	
4094	3271	3197	3450	
4102	3285	3212	3453	
4102	3316	3221	3453	
4111	3332	3228	3461	
4151	3332	3228	3461	
4178	3339	3230	3465	
4192	3350	3245	3465	
4193	3354	3252	3493	
4209	3355	3266	3501	
4216	3357	3295	3503	
4236	3375	3297	3503	
4276	3375	3297	3503	
4295	3391	3299	3506	
4312	3394	3313	3512	
4319	3410	3323	3519	
4337	3418	3332	3524	
4352	3428	3343	3528	
4390	3428	3343	3530	
4427	3431	3343	3530	
4462	3431	3348	3530	
4476	3433	3364	3538	
4487	3442	3374	3548	
4515	3444	3379	3553	
4532	3454	3383	3562	
4557	3457	3389	3568	
4597	3457	3389	3568	
4619	3469	3393	3570	
4625	3470	3396	3600	
4642	3481	3399	3609	
4649	3489	3405	3624	
4675	3495	3409	3628	
4697	3495	3417	3638	
4703	3496	3419	3669	
4717	3506	3428	3676	
4727	3521	3438	3681	
4750	3523	3448	3686	
4783	3523	3450	3691	
4809	3528	3453	3694	
4841	3531	3454	3698	
4881	3531	3454	3698	
4901	3541	3461	3701	
4941	3541	3461	3701	
4960	3548	3475	3701	
4976	3554	3482	3712	
4991	3558	3493	3722	
5006	3564	3506	3728	
5021	3576	3510	3737	
5037	3584	3513	3750	
5048	3588	3530	3758	
5066	3600	3535	3763	
5070	3604	3546	3784	
5071	3604	3548	3821	
5078	3604	3558	3844	
5089	3608	3569	3858	
5104	3611	3578	3871	
5109	3629	3586	3880	
5112	3641	3597	3894	
5150	3641	3599	3894	
5190	3641	3599	3894	
5203	3645	3610	3902	
5230	3649	3615	3906	
5242	3655	3630	3913	
5246	3660	3660	3914	
5267	3668	3666	3919	
5279	3675	3676	3927	
5287	3693	3689	3928	
5287	3693	3729	3928	
5296	3700	3749	3932	
5316	3714	3753	3934	
5323	3724	3768	3942	
5332	3740	3776	3949	
5358	3743	3784	3952	
5385	3745	3794	3953	
5402	3754	3805	3956	
5413	3770	3810	3964	
5419	3802	3811	3965	
5419	3840	3813	3965	
5442	3842	3818	3973	
5462	3846	3830	3977	
5475	3856	3836	3988	
5490	3862	3846	3997	
5508	3863	3857	4007	
5525	3871	3860	4019	
5546	3879	3862	4028	
5562	3886	3870	4037	
5574	3896	3884	4041	
5595	3903	3885	4052	
5606	3908	3891	4070	
5606	3908	3931	4070	
5611	3912	3955	4077	
5619	3932	3957	4087	
5642	3937	3968	4088	
5661	3948	3971	4095	
5687	3956	3972	4100	
5706	3957	3987	4105	
5734	3960	3990	4111	
5734	3960	3991	4150	
5738	3964	3991	4182	
5745	3975	4003	4190	
5754	3986	4008	4204	
5763	3989	4009	4231	
5784	3998	4015	4235	
5798	4005	4024	4245	
5809	4021	4027	4255	
5823	4031	4033	4265	
5843	4035	4034	4280	
5859	4044	4042	4287	
5867	4061	4047	4297	
5867	4093	4051	4301	
5867	4133	4051	4301	
5883	4140	4059	4310	
5902	4145	4067	4318	
5903	4183	4068	4318	
5904	4215	4074	4319	
5904	4218	4109	4321	
5904	4218	4149	4321	
5916	4230	4161	4325	
5940	4234	4165	4330	
5960	4234	4172	4343	
5969	4250	4173	4357	
5976	4256	4177	4380	
5988	4267	4184	4390	
5998	4280	4191	4400	
6012	4290	4198	4409	
6017	4300	4209	4423	
6021	4317	4220	4431	
6047	4325	4223	4434	
6056	4347	4229	4437	
6061	4369	4241	4438	
6067	4380	4257	4445	
6072	4385	4281	4451	
6072	4390	4313	4451	
6096	4401	4315	4454	
6103	4431	4318	4454	
6138	4431	4318	4454	
6151	4445	4318	4467	
6160	4464	4321	4476	
6167	4479	4335	4480	
6182	4494	4340	4485	
6193	4507	4349	4492	
6197	4535	4355	4492	
6197	4535	4395	4492	
6206	4548	4399	4506	
6216	4574	4399	4510	
6218	4607	4402	4512	
6223	4611	4428	4517	
6228	4617	4451	4523	
6235	4638	4459	4523	
6246	4649	4465	4535	
6254	4658	4478	4544	
6261	4669	4491	4553	
6263	4696	4500	4555	
6269	4724	4506	4555	
6272	4748	4517	4557	
6290	4762	4524	4558	
6290	4769	4528	4581	
6290	4769	4531	4618	
6297	4781	4549	4621	
6302	4797	4565	4624	
6309	4808	4584	4627	
6325	4827	4588	4628	
6332	4840	4603	4633	
6332	4874	4609	4633	
6369	4875	4609	4635	
6404	4879	4609	4636	
6417	4885	4613	4653	
6457	4885	4613	4653	
6468	4892	4627	4661	
6480	4904	4638	4666	
6489	4929	4638	4672	
6496	4942	4640	4690	
6507	4946	4646	4709	
6518	4962	4656	4712	
6537	4973	4656	4722	
6547	4984	4665	4732	
6559	5003	4673	4733	
6573	5020	4680	4735	
6581	5022	4702	4743	
6586	5054	4703	4745	
6586	5094	4703	4745	
6586	5134	4703	4745	
6595	5143	4714	4756	
6606	5151	4721	4770	
6620	5159	4727	4782	
6623	5168	4752	4783	
6626	5177	4778	4785	
6640	5187	4789	4790	
6654	5190	4808	4793	
6664	5209	4814	4798	
6667	5224	4829	4804	
6676	5240	4840	4806	
6693	5244	4843	4822	
6694	5253	4844	4850	
6699	5275	4854	4853	
6699	5277	4854	4891	
6699	5277	4855	4930	
6713	5280	4871	4936	
6725	5301	4875	4939	
6742	5308	4886	4944	
6743	5335	4892	4950	
6743	5375	4892	4950	
6747	5390	4906	4953	
6760	5395	4923	4958	
6789	5402	4923	4962	
6812	5405	4936	4963	
6829	5409	4953	4965	
6838	5426	4956	4976	
6838	5426	4956	5016	
6838	5431	4964	5043	
6845	5448	4968	5055	
6847	5486	4968	5055	
6847	5494	5000	5055	
6854	5495	5032	5055	
6880	5498	5042	5056	
6893	5513	5046	5064	
6917	5520	5052	5067	
6942	5526	5060	5068	
6944	5541	5082	5069	
6977	5541	5082	5076	
6994	5550	5087	5085	
6995	5578	5097	5086	
7006	5593	5111	5086	
7039	5593	5118	5086	
7079	5593	5118	5086	
7092	5593	5145	5086	
7099	5612	5150	5086	
7103	5636	5158	5090	
7106	5672	5158	5091	
7112	5703	5161	5091	
7143	5707	5164	5092	
7182	5707	5165	5092	
7222	5707	5165	5092	
7262	5707	5165	5092	
7302	5707	5165	5092	
7342	5707	5165	5092	
7382	5707	5165	5092	
7422	5707	5165	5092	
7462	5707	5165	5092	
7502	5707	5165	5092	
7542	5707	5165	5092	
7582	5707	5165	5092	
7615	5707	5165	5099	
7655	5707	5165	5099	
7695	5707	5165	5099	
7735	5707	5165	5099	
7775	5707	5165	5099	
7815	5707	5165	5099	
7855	5707	5165	5099	
7895	5707	5165	5099	
7922	5711	5172	5101	
7931	5713	5172	5130	
7960	5721	5174	5131	
7960	5755	5180	5131	
7964	5770	5190	5139	
7973	5790	5194	5146	
7973	5830	5194	5146	
7979	5862	5194	5148	
7979	5862	5232	5150	
7979	5879	5251	5154	
7979	5879	5251	5194	
7979	5909	5261	5194	
7981	5945	5263	5194	
7981	5982	5263	5197	
7988	6001	5274	5198	
8007	6017	5277	5200	
8023	6028	5279	5210	
8059	6031	5279	5211	
8061	6033	5306	5220	
8070	6040	5325	5225	
8110	6040	5325	5225	
8119	6056	5328	5237	
8126	6086	5330	5238	
8131	6107	5335	5247	
8132	6128	5346	5254	
8132	6138	5376	5254	
8132	6138	5416	5254	
8134	6147	5433	5266	
8137	6148	5456	5270	
8138	6184	5459	5270	
8138	6214	5465	5274	
8140	6244	5468	5276	
8155	6250	5481	5281	
8168	6261	5488	5289	
8170	6286	5500	5290	
8174	6310	5501	5301	
8182	6320	5520	5304	
8189	6336	5529	5312	
8195	6361	5536	5313	
8203	6368	5561	5313	
8239	6372	5561	5313	
8249	6394	5566	5316	
8266	6402	5578	5319	
8298	6409	5578	5320	
8338	6409	5578	5320	
8373	6411	5581	5320	
8379	6435	5591	5320	
8379	6473	5593	5320	
8382	6510	5593	5320	
8384	6536	5600	5323	
8386	6573	5601	5323	
8388	6606	5606	5323	
8390	6621	5613	5328	
8406	6622	5636	5328	
8420	6629	5654	5328	
8420	6653	5670	5328	
8426	6685	5672	5328	
8433	6685	5697	5336	
8433	6685	5697	5376	
8433	6695	5703	5398	
8434	6695	5740	5400	
8436	6700	5773	5400	
8436	6731	5781	5401	
8436	6771	5781	5401	
8436	6801	5791	5401	
8438	6823	5793	5415	
8438	6863	5793	5415	
8443	6883	5800	5423	
8448	6889	5802	5450	
8457	6899	5815	5458	
8473	6907	5821	5467	
8500	6911	5821	5475	
8511	6931	5823	5482	
8521	6946	5831	5488	
8526	6975	5834	5491	
8527	7012	5834	5493	
8542	7021	5841	5502	
8550	7038	5843	5515	
8550	7042	5879	5515	
8570	7045	5891	5520	
8578	7061	5898	5529	
8585	7064	5922	5535	
8594	7075	5929	5548	
8608	7096	5930	5552	
8614	7114	5937	5561	
8624	7127	5945	5570	
8639	7145	5945	5577	
8643	7178	5947	5578	
8645	7188	5958	5594	
8682	7190	5958	5594	
8682	7193	5995	5594	
8689	7194	6027	5594	
8700	7207	6034	5603	
8708	7218	6045	5611	
8715	7234	6053	5620	
8736	7241	6059	5626	
8741	7269	6062	5630	
8749	7287	6067	5639	
8762	7312	6068	5640	
8765	7335	6073	5649	
8773	7366	6073	5650	
8795	7379	6073	5655	
8835	7379	6073	5655	
8837	7401	6082	5662	
8838	7430	6087	5667	
8857	7451	6087	5667	
8888	7456	6087	5671	
8895	7463	6097	5687	
8895	7497	6097	5693	
8895	7534	6099	5694	
8904	7540	6124	5694	
8906	7546	6153	5697	
8931	7554	6157	5700	
8940	7573	6166	5703	
8944	7597	6170	5711	
8951	7598	6170	5743	
8952	7611	6174	5764	
8957	7627	6193	5764	
8964	7639	6209	5769	
8976	7652	6212	5781	
8982	7652	6215	5812	
9000	7660	6227	5814	
9040	7660	6227	5814	
9063	7668	6228	5822	
9074	7681	6228	5838	
9074	7681	6228	5878	
9075	7698	6239	5889	
9087	7711	6248	5895	
9115	7711	6251	5904	
9122	7725	6261	5913	
9141	7738	6266	5913	
9142	7748	6292	5916	
9142	7750	6327	5919	
9163	7761	6331	5923	
9178	7775	6341	5924	
9180	7800	6343	5932	
9199	7806	6350	5940	
9232	7806	6354	5943	
9237	7810	6381	5947	
9259	7814	6391	5951	
9264	7821	6405	5965	
9271	7836	6408	5980	
9274	7857	6414	5986	
9278	7870	6414	6009	
9278	7870	6414	6049	
9285	7880	6420	6064	
9301	7889	6430	6069	
9309	7896	6453	6071	
9312	7903	6461	6093	
9312	7908	6496	6093	
9313	7916	6521	6099	
9313	7950	6522	6104	
9317	7984	6524	6104	
9331	7995	6536	6107	
9351	8000	6539	6119	
9354	8015	6548	6131	
9374	8016	6562	6136	
9392	8022	6572	6142	
9399	8037	6578	6147	
9408	8048	6584	6154	
9436	8057	6585	6156	
9464	8062	6586	6162	
9478	8062	6598	6176	
9484	8080	6610	6180	
9486	8103	6611	6194	
9486	8103	6611	6234	
9488	8105	6646	6235	
9488	8105	6663	6258	
9496	8107	6689	6262	
9496	8107	6729	6262	
9500	8107	6765	6262	
9510	8119	6771	6274	
9515	8139	6785	6274	
9541	8144	6792	6276	
9551	8150	6793	6299	
9560	8155	6805	6312	
9565	8155	6834	6314	
9570	8171	6844	6321	
9584	8178	6850	6333	
9593	8186	6862	6344	
9607	8187	6874	6357	
9611	8189	6908	6357	
9621	8203	6919	6362	
9627	8233	6922	6363	
9627	8273	6922	6363	
9639	8284	6935	6367	
9647	8293	6954	6371	
9651	8296	6979	6379	
9655	8296	7015	6379	
9661	8310	7022	6384	
9677	8332	7022	6386	
9694	8337	7024	6402	
9704	8341	7041	6408	
9711	8357	7057	6409	
9716	8384	7064	6410	
9722	8398	7073	6421	
9741	8400	7081	6432	
9761	8406	7095	6432	
9763	8406	7132	6433	
9763	8414	7164	6433	
9763	8416	7197	6438	
9768	8416	7230	6440	
9768	8416	7230	6480	
9775	8425	7232	6502	
9781	8441	7243	6509	
9788	8456	7261	6509	
9790	8491	7263	6510	
9796	8497	7272	6529	
9802	8502	7297	6533	
9808	8523	7308	6535	
9810	8554	7313	6537	
9813	8584	7316	6541	
9817	8596	7319	6543	
9817	8632	7319	6543	
9823	8657	7325	6546	
9827	8677	7333	6554	
9827	8717	7333	6554	
9827	8757	7333	6554	
9827	8797	7333	6554	
9830	8822	7342	6557	
9848	8828	7342	6573	
9858	8837	7353	6583	
9874	8852	7361	6584	
9879	8878	7368	6584	
9881	8912	7372	6584	
9888	8936	7375	6584	
9897	8966	7376	6584	
9904	8984	7380	6595	
9920	9000	7388	6595	
9920	9040	7388	6595	
9920	9072	7395	6596	
9921	9077	7428	6597	
9926	9098	7441	6598	
9930	9119	7456	6598	
9930	9126	7489	6598	
9930	9126	7529	6598	
9930	9126	7569	6598	
9937	9132	7596	6598	
9962	9136	7603	6602	
9969	9162	7607	6605	
9970	9171	7636	6606	
9971	9180	7666	6606	
9977	9208	7672	6606	
9977	9248	7672	6606	
9979	9270	7686	6608	
9983	9289	7696	6608	
9983	9291	7699	6643	
9995	9302	7706	6653	
10009	9303	7721	6663	
10027	9305	7730	6674	
10033	9326	7740	6677	
10056	9331	7742	6687	
10068	9336	7757	6695	
10095	9342	7763	6696	
10109	9350	7779	6698	
10120	9356	7791	6709	
10139	9363	7800	6714	
10167	9371	7804	6714	
10183	9381	7817	6715	
10193	9393	7827	6722	
10213	9406	7831	6725	
10224	9409	7856	6726	
10224	9409	7896	6726	
10226	9411	7932	6726	
10236	9411	7962	6726	
10267	9415	7963	6730	
10274	9422	7979	6740	
10285	9438	7988	6744	
10290	9438	8022	6745	
10294	9443	8053	6745	
10299	9467	8059	6750	
10305	9487	8066	6757	
10308	9524	8066	6757	
10308	9561	8068	6758	
10325	9574	8069	6767	
10338	9588	8082	6767	
10344	9619	8085	6767	
10346	9650	8090	6769	
10352	9672	8096	6775	
10358	9679	8121	6777	
10361	9697	8138	6779	
10364	9710	8156	6785	
10384	9730	8156	6785	
10396	9741	8172	6786	
10396	9768	8185	6786	
10399	9780	8208	6786	
10406	9803	8214	6790	
10420	9817	8215	6794	
10424	9829	8238	6795	
10428	9839	8264	6795	
10430	9868	8272	6795	
10445	9883	8281	6796	
10453	9894	8291	6807	
10469	9903	8305	6808	
10471	9931	8314	6809	
10489	9934	8329	6813	
10493	9947	8349	6813	
10513	9955	8354	6820	
10524	9962	8367	6829	
10536	9974	8375	6837	
10542	9976	8397	6847	
10548	9979	8423	6852	
10554	9982	8423	6883	
10559	9984	8442	6897	
10563	10003	8450	6906	
10572	10020	8463	6907	
10588	10038	8468	6908	
10597	10045	8492	6908	
10627	10045	8502	6908	
10664	10045	8505	6908	
10667	10055	8526	6914	
10667	10066	8555	6914	
10670	10099	8559	6914	
10710	10099	8559	6914	
10722	10123	8563	6914	
10730	10154	8563	6915	
10753	10160	8573	6916	
10792	10161	8573	6916	
10807	10169	8586	6920	
10813	10178	8596	6935	
10837	10189	8598	6935	
10851	10201	8600	6947	
10863	10217	8609	6950	
10881	10233	8615	6950	
10888	10262	8616	6953	
10888	10302	8616	6953	
10915	10310	8621	6953	
10918	10345	8623	6953	
10919	10353	8635	6972	
10919	10359	8635	7006	
10922	10389	8639	7006	
10940	10399	8648	7008	
10946	10420	8656	7012	
10966	10427	8660	7020	
10973	10448	8669	7023	
10973	10488	8669	7023	
10981	10497	8691	7024	
10990	10518	8701	7024	
11012	10527	8706	7028	
11017	10556	8712	7028	
11017	10596	8712	7028	
11022	10620	8718	7033	
11041	10625	8732	7035	
11068	10627	8740	7038	
11075	10635	8765	7038	
11076	10644	8790	7043	
11076	10656	8798	7063	
11080	10683	8807	7063	
11084	10707	8815	7067	
11084	10745	8817	7067	
11097	10760	8829	7067	
11103	10794	8829	7067	
11123	10803	8840	7067	
11133	10810	8861	7069	
11135	10841	8862	7075	
11138	10861	8869	7085	
11147	10876	8876	7094	
11152	10893	8889	7099	
11165	10904	8898	7106	
11171	10904	8932	7106	
11175	10915	8955	7106	
11193	10926	8960	7112	
11195	10953	8969	7112	
11203	10961	8992	7113	
11218	10965	9008	7118	
11218	10969	9008	7154	
11218	10969	9009	7193	
11218	10970	9044	7197	
11218	10970	9084	7197	
11224	10993	9092	7200	
11227	11014	9108	7200	
11227	11054	9108	7200	
11230	11075	9121	7203	
11234	11086	9142	7207	
11234	11086	9182	7207	
11234	11086	9222	7207	
11250	11086	9246	7207	
11270	11102	9249	7208	
11276	11118	9266	7209	
11276	11152	9269	7212	
11279	11172	9282	7216	
11283	11174	9310	7217	
11294	11194	9318	7217	
11295	11225	9325	7218	
11295	11251	9338	7219	
11298	11272	9351	7222	
11307	11280	9369	7227	
11322	11284	9387	7230	
11325	11296	9396	7246	
11341	11309	9403	7250	
11345	11326	9405	7267	
11350	11361	9405	7267	
11350	11385	9414	7272	
11368	11402	9419	7272	
11376	11413	9440	7272	
11379	11444	9443	7275	
11391	11455	9457	7278	
11400	11485	9458	7278	
11407	11514	9462	7278	
11407	11547	9466	7281	
11419	11557	9482	7283	
11419	11575	9482	7305	
11419	11600	9487	7315	
11422	11621	9496	7321	
11434	11630	9515	7321	
11439	11644	9532	7325	
11447	11649	9553	7331	
11448	11675	9566	7331	
11448	11715	9566	7331	
11448	11755	9566	7331	
11448	11795	9566	7331	
11448	11835	9566	7331	
11448	11867	9574	7331	
11448	11867	9614	7331	
11448	11867	9654	7331	
11448	11867	9694	7331	
11478	11867	9704	7331	
11484	11870	9735	7331	
11484	11871	9774	7331	
11494	11891	9783	7332	
11500	11922	9786	7332	
11518	11927	9796	7339	
11522	11928	9830	7340	
11533	11931	9856	7340	
11545	11949	9860	7343	
11566	11958	9867	7345	
11569	11969	9869	7345	
11572	11975	9881	7364	
11572	11982	9883	7395	
11577	11995	9894	7406	
11587	12009	9907	7409	
11589	12015	9907	7441	
11592	12026	9909	7465	
11600	12040	9927	7465	
11607	12057	9943	7465	
11613	12069	9956	7469	
11635	12075	9956	7481	
11635	12078	9956	7518	
11643	12106	9956	7522	
11653	12121	9971	7522	
11658	12141	9986	7522	
11659	12180	9986	7522	
11659	12219	9986	7523	
11663	12249	9988	7527	
11671	12274	9992	7530	
11671	12307	9992	7537	
11676	12317	10017	7537	
11681	12329	10021	7556	
11681	12343	10023	7580	
11691	12360	10033	7583	
11710	12369	10043	7585	
11710	12387	10065	7585	
11713	12420	10065	7589	
11713	12438	10087	7589	
11717	12458	10102	7590	
11724	12483	10109	7591	
11724	12523	10109	7591	
11733	12526	10137	7591	
11737	12543	10146	7601	
11739	12581	10146	7601	
11741	12619	10146	7601	
11742	12651	10153	7601	
11742	12654	10190	7601	
11743	12658	10223	7603	
11749	12671	10230	7617	
11766	12682	10237	7621	
11776	12694	10240	7636	
11789	12694	10260	7643	
11793	12695	10295	7643	
11801	12709	10312	7644	
11804	12734	10322	7646	
11807	12758	10334	7647	
11807	12783	10338	7658	
11819	12796	10349	7662	
11819	12836	10349	7662	
11820	12864	10358	7664	
11822	12865	10370	7689	
11842	12870	10373	7701	
11850	12901	10374	7701	
11860	12917	10388	7701	
11866	12923	10392	7725	
11894	12931	10396	7725	
11912	12949	10397	7728	
11920	12979	10397	7730	
11923	12989	10418	7736	
11933	13002	10428	7743	
11957	13005	10432	7752	
11997	13005	10432	7752	
12010	13018	10437	7761	
12014	13046	10442	7764	
12017	13079	10445	7765	
12018	13116	10447	7765	
12020	13119	10474	7773	
12020	13119	10514	7773	
12026	13123	10534	7779	
12033	13156	10534	7779	
12047	13173	10541	7781	
12047	13206	10548	7781	
12048	13239	10549	7786	
12063	13263	10550	7786	
12091	13264	10553	7794	
12106	13281	10561	7794	
12115	13293	10569	7805	
12128	13311	10572	7811	
12137	13335	10577	7813	
